kodeKELURAHAN,kodeKECAMATAN,namaKELURAHAN,aktifYN
3211171009,3211171,TANJUNGMEDAR,TRUE
3211180001,3211180,SEKARWANGI,TRUE
3211180002,3211180,CILANGKAP,TRUE
3211180003,3211180,CIBITUNG,TRUE
3211180004,3211180,CIKURUBUK,TRUE
3211180005,3211180,BOJONGLOA,TRUE
3211180006,3211180,NAGRAK,TRUE
3211180007,3211180,PANYINDANGAN,TRUE
3211180008,3211180,BUAHDUA,TRUE
3211180009,3211180,GENDEREH,TRUE
3211180010,3211180,CITALEUS,TRUE
3211180011,3211180,MEKARMUKTI,TRUE
3211180012,3211180,HARIANG,TRUE
3211180014,3211180,KARANGBUNGUR,TRUE
3211180015,3211180,CIAWITALI,TRUE
3211181001,3211181,WANAJAYA,TRUE
3211181002,3211181,WANASARI,TRUE
3211181003,3211181,PAMEKARSARI,TRUE
3211181004,3211181,SURIAN,TRUE
3211181005,3211181,TANJUNG,TRUE
3211181006,3211181,RANGGASARI,TRUE
3211181007,3211181,SURIAMEDAL,TRUE
3211181008,3211181,SURIAMUKTI,TRUE
3211181009,3211181,NANJUNGWANGI,TRUE
3212010007,3212010,HAURKOLOT,TRUE
3212010008,3212010,HAURGEULIS,TRUE
3212010009,3212010,SUKAJATI,TRUE
3212010010,3212010,WANAKAYA,TRUE
3212010011,3212010,KARANGTUMARITIS,TRUE
3212010012,3212010,KERTANEGARA,TRUE
3212010013,3212010,CIPANCUH,TRUE
3212010014,3212010,MEKARJATI,TRUE
3212010015,3212010,SIDADADI,TRUE
3212010016,3212010,SUMBERMULYA,TRUE
3212011001,3212011,BANTARWARU,TRUE
3212011002,3212011,SANCA,TRUE
3212011003,3212011,MEKARJAYA,TRUE
3212011004,3212011,GANTAR,TRUE
3212011005,3212011,SITURAJA,TRUE
3212011006,3212011,BALERAJA,TRUE
3212011007,3212011,MEKARWARU,TRUE
3212020001,3212020,SUKASLAMET,TRUE
3212020002,3212020,TANJUNGKERTA,TRUE
3212020003,3212020,KROYA,TRUE
3212020004,3212020,SUMBON,TRUE
3212020005,3212020,SUKAMELANG,TRUE
3212020006,3212020,TEMIYANG,TRUE
3212020007,3212020,TEMIYANGSARI,TRUE
3212020008,3212020,JAYAMULYA,TRUE
3212020009,3212020,SUMBERJAYA,TRUE
3212030001,3212030,KEDUNGDAWA,TRUE
3212030002,3212030,BABAKANJAYA,TRUE
3212030003,3212030,GABUSKULON,TRUE
3212030004,3212030,SEKARMULYA,TRUE
3212030005,3212030,KEDOKANGABUS,TRUE
3212030006,3212030,RANCAMULYA,TRUE
3212030007,3212030,RANCAHAN,TRUE
3212030008,3212030,GABUSWETAN,TRUE
3212030009,3212030,DRUNTEN WETAN,TRUE
3212030010,3212030,DRUNTEN KULON,TRUE
3212040003,3212040,LOYANG,TRUE
3212040004,3212040,AMIS,TRUE
3212040005,3212040,JATISURA,TRUE
3212040006,3212040,JAMBAK,TRUE
3212040007,3212040,CIKEDUNG,TRUE
3212040012,3212040,CIKEDUNG LOR,TRUE
3212040013,3212040,MUNDAKJAYA,TRUE
3212041001,3212041,CIKAWUNG,TRUE
3212041002,3212041,JATIMUNGGUL,TRUE
3212041003,3212041,JATIMULYA,TRUE
3212041004,3212041,PLOSOKEREP,TRUE
3212041005,3212041,RAJASINGA,TRUE
3212041006,3212041,KARANGASEM,TRUE
3212041007,3212041,CIBERENG,TRUE
3212041008,3212041,KENDAYAKAN,TRUE
3212041009,3212041,MANGGUNGAN,TRUE
3212050001,3212050,TUNGGULPAYUNG,TRUE
3212050002,3212050,TUGU,TRUE
3212050003,3212050,NUNUK,TRUE
3212050004,3212050,TEMPEL,TRUE
3212050005,3212050,PANGAUBAN,TRUE
3212050006,3212050,TELAGASARI,TRUE
3212050007,3212050,LANGGENGSARI,TRUE
3212050008,3212050,TAMANSARI,TRUE
3212050009,3212050,LELEA,TRUE
3212050010,3212050,CEMPEH,TRUE
3212050011,3212050,TEMPELKULON,TRUE
3212060008,3212060,MULYASARI,TRUE
3212060015,3212060,BANGODUA,TRUE
3212060016,3212060,BEDUYUT,TRUE
3212060017,3212060,KARANGGETAS,TRUE
3212060018,3212060,TEGALGIRANG,TRUE
3212060019,3212060,WANASARI,TRUE
3212060020,3212060,MALANGSARI,TRUE
3212060021,3212060,RANCASARI,TRUE
3212061001,3212061,BODAS,TRUE
3212061002,3212061,GADEL,TRUE
3212061003,3212061,RANCAJAWAT,TRUE
3212061004,3212061,KERTICALA,TRUE
3212061005,3212061,SUKAMULYA,TRUE
3212061006,3212061,KARANGKERTA,TRUE
3212061007,3212061,CANGKO,TRUE
3212061008,3212061,PAGEDANGAN,TRUE
3212061009,3212061,SUKAPERNA,TRUE
3212061010,3212061,SUKADANA,TRUE
3212061011,3212061,TUKDANA,TRUE
3212061012,3212061,LAJER,TRUE
3212061013,3212061,MEKARSARI,TRUE
3212070006,3212070,BANGKALOA ILIR,TRUE
3212070007,3212070,WIDASARI,TRUE
3212070008,3212070,KALENSARI,TRUE
3212070010,3212070,BUNDER,TRUE
3212070011,3212070,UJUNGARIS,TRUE
3212070012,3212070,KONGSIJAYA,TRUE
3212070013,3212070,UJUNGJAYA,TRUE
3212070014,3212070,UJUNGPENDOKJAYA,TRUE
3212070015,3212070,LEUWIGEDE,TRUE
3212070016,3212070,KASMARAN,TRUE
3212080007,3212080,TULUNGAGUNG,TRUE
3212080008,3212080,JENGKOK,TRUE
3212080009,3212080,TEGALWIRANGRONG,TRUE
3212080010,3212080,MANGUNTARA,TRUE
3212080011,3212080,JAMBE,TRUE
3212080012,3212080,LEMAHAYU,TRUE
3212080013,3212080,TENAJAR KIDUL,TRUE
3212080014,3212080,KERTASEMAYA,TRUE
3212080015,3212080,KLIWED,TRUE
3212080016,3212080,TENAJAR,TRUE
3212080017,3212080,LARANGANJAMBE,TRUE
3212080018,3212080,TENAJAR LOR,TRUE
3212080019,3212080,SUKAWERA,TRUE
3212081001,3212081,CIBEBER,TRUE
3212081002,3212081,BONDAN,TRUE
3212081003,3212081,GUNUNGSARI,TRUE
3212081004,3212081,SUKAGUMIWANG,TRUE
3212081005,3212081,TERSANA,TRUE
3212081006,3212081,CADANGPINGGAN,TRUE
3212081007,3212081,GEDANGAN,TRUE
3212090001,3212090,PURWAJAYA,TRUE
3212090002,3212090,KAPRINGAN,TRUE
3212090003,3212090,SINGAKERTA,TRUE
3212090004,3212090,DUKUHJATI,TRUE
3212090005,3212090,TEGALMULYA,TRUE
3212090006,3212090,KEDUNGWUNGU,TRUE
3212090007,3212090,SRENGSENG,TRUE
3212090008,3212090,LUWUNGGESIK,TRUE
3212090009,3212090,KALIANYAR,TRUE
3212090010,3212090,KRANGKENG,TRUE
3212090011,3212090,TANJAKAN,TRUE
3212100007,3212100,KAPLONGANLOR,TRUE
3212100008,3212100,TANJUNGPURA,TRUE
3212100009,3212100,TANJUNGSARI,TRUE
3212100010,3212100,PRINGGACALA,TRUE
3212100011,3212100,BENDA,TRUE
3212100012,3212100,SENDANG,TRUE
3212100013,3212100,KARANGAMPEL KIDUL,TRUE
3212100014,3212100,KARANGAMPEL,TRUE
3212100015,3212100,DUKUHJERUK,TRUE
3212100016,3212100,DUKUHTENGAH,TRUE
3212100017,3212100,MUNDU,TRUE
3212101001,3212101,KEDOKANBUNDER WETAN,TRUE
3212101002,3212101,KAPLONGAN,TRUE
3212101003,3212101,KEDOKAN AGUNG,TRUE
3212101004,3212101,KEDOKANBUNDER,TRUE
3212101005,3212101,JAYAWINANGUN,TRUE
3212101006,3212101,CANGKINGAN,TRUE
3212101007,3212101,JAYALAKSANA,TRUE
3212110001,3212110,SEGERAN KIDUL,TRUE
3212110002,3212110,SEGERAN,TRUE
3212110003,3212110,JUNTIWEDEN,TRUE
3212110004,3212110,JUNTIKEBON,TRUE
3212110005,3212110,DADAP,TRUE
3212110006,3212110,JUNTINYUAT,TRUE
3212110007,3212110,JUNTIKEDOKAN,TRUE
3212110008,3212110,PONDOH,TRUE
3212110009,3212110,SAMBIMAYA,TRUE
3212110010,3212110,TINUMPUK,TRUE
3212110011,3212110,LOMBANG,TRUE
3212110012,3212110,LIMBANGAN,TRUE
3212120001,3212120,SLEMAN,TRUE
3212120002,3212120,TAMBI,TRUE
3212120003,3212120,SUDIKAMPIRAN,TRUE
3212120004,3212120,TAMBI LOR,TRUE
3212120005,3212120,SLEMAN LOR,TRUE
3212120006,3212120,MAJASARI,TRUE
3212120007,3212120,MAJASIH,TRUE
3212120008,3212120,SLIYEG,TRUE
3212120009,3212120,GADINGAN,TRUE
3212120010,3212120,MEKARGADING,TRUE
3212120011,3212120,SLIYEGLOR,TRUE
3212120012,3212120,TUGU KIDUL,TRUE
3212120013,3212120,TUGU,TRUE
3212120016,3212120,LONGOK,TRUE
3212130001,3212130,SUKALILA,TRUE
3212130002,3212130,PILANGSARI,TRUE
3212130003,3212130,JATIBARANG BARU,TRUE
3212130004,3212130,BULAK,TRUE
3212130005,3212130,BULAK LOR,TRUE
3212130006,3212130,JATIBARANG,TRUE
3212130007,3212130,KEBULEN,TRUE
3212130008,3212130,PAWIDEAN,TRUE
3212130009,3212130,JATISAWIT,TRUE
3212130010,3212130,JATISAWIT LOR,TRUE
3212130011,3212130,KRASAK,TRUE
3212130012,3212130,KALIMATI,TRUE
3212130013,3212130,MALANGSEMIRANG,TRUE
3212130014,3212130,LOBENER,TRUE
3212130015,3212130,LOBENER LOR,TRUE
3212140001,3212140,TEGALSEMBADRA,TRUE
3212140002,3212140,SUKAREJA,TRUE
3212140003,3212140,SUKAURIP,TRUE
3212140004,3212140,RAWADALEM,TRUE
3212140005,3212140,GELARMENDALA,TRUE
3212140006,3212140,TEGALURUNG,TRUE
3212140007,3212140,BALONGAN,TRUE
3212140008,3212140,SUDIMAMPIR,TRUE
3212140009,3212140,SUDIMAMPIRLOR,TRUE
3212140010,3212140,MAJAKERTA,TRUE
3212150001,3212150,TELUKAGUNG,TRUE
3212150002,3212150,PLUMBON,TRUE
3212150003,3212150,DUKUH,TRUE
3212150004,3212150,PEKANDANGAN JAYA,TRUE
3212150005,3212150,SINGARAJA,TRUE
3212150006,3212150,SINGAJAYA,TRUE
3212150007,3212150,PEKANDANGAN,TRUE
3212150008,3212150,BOJONGSARI,TRUE
3212150009,3212150,KEPANDEAN,TRUE
3212150010,3212150,KARANGMALANG,TRUE
3212150011,3212150,KARANGANYAR,TRUE
3212150012,3212150,LEMAHMEKAR,TRUE
3212150013,3212150,LEMAHABANG,TRUE
3212150014,3212150,MARGADADI,TRUE
3212150015,3212150,PAOMAN,TRUE
3212150016,3212150,KARANGSONG,TRUE
3212150017,3212150,PABEANUDIK,TRUE
3212150018,3212150,TAMBAK,TRUE
3212160007,3212160,PANYINDANGAN KULON,TRUE
3212160008,3212160,RAMBATAN WETAN,TRUE
3212160009,3212160,PANYINDANGAN WETAN,TRUE
3212160010,3212160,KENANGA,TRUE
3212160011,3212160,TERUSAN,TRUE
3212160012,3212160,DERMAYU,TRUE
3212160013,3212160,SINDANG,TRUE
3212160014,3212160,PENGANJANG,TRUE
3212160015,3212160,BABADAN,TRUE
3212160016,3212160,WANANTARA,TRUE
3212161001,3212161,CANGKRING,TRUE
3212161002,3212161,CANTIGI KULON,TRUE
3212161003,3212161,CANTIGI WETAN,TRUE
3212161004,3212161,PANYINGKIRAN LOR,TRUE
3212161005,3212161,PANYINGKIRAN KIDUL,TRUE
3212161006,3212161,LAMARANTARUNG,TRUE
3212161007,3212161,CEMARA,TRUE
3212162001,3212162,PAGIRIKAN,TRUE
3212162002,3212162,PASEKAN,TRUE
3212162003,3212162,BRONDONG,TRUE
3212162004,3212162,PABEANILIR,TRUE
3212162005,3212162,TOTORAN,TRUE
3212162006,3212162,KARANGANYAR,TRUE
3212170001,3212170,KIAJARAN KULON,TRUE
3212170002,3212170,KIJARAN WETAN,TRUE
3212170003,3212170,LANJAN,TRUE
3212170004,3212170,LANGUT,TRUE
3212170005,3212170,LARANGAN,TRUE
3212170006,3212170,WARU,TRUE
3212170007,3212170,LEGOK,TRUE
3212170008,3212170,BOJONGSLAWI,TRUE
3212170009,3212170,LOHBENER,TRUE
3212170010,3212170,PAMAYAHAN,TRUE
3212170011,3212170,SINDANGKERTA,TRUE
3212170015,3212170,RAMBATAN KULON,TRUE
3212171001,3212171,SUKASARI,TRUE
3212171002,3212171,ARAHAN KIDUL,TRUE
3212171003,3212171,ARAHAN LOR,TRUE
3212171004,3212171,LINGGAJATI,TRUE
3212171005,3212171,TAWANGSARI,TRUE
3212171006,3212171,SUKADADI,TRUE
3212171007,3212171,PRANGGONG,TRUE
3212171008,3212171,CIDEMPET,TRUE
3212180001,3212180,RANJENG,TRUE
3212180002,3212180,KRIMUN,TRUE
3212180003,3212180,PUNTANG,TRUE
3212180004,3212180,PEGAGAN,TRUE
3212180005,3212180,RAJAIYANG,TRUE
3212180006,3212180,JANGGA,TRUE
3212180007,3212180,JUMBLENG,TRUE
3212180008,3212180,PANGKALAN,TRUE
3212180010,3212180,LOSARANG,TRUE
3212180011,3212180,MUNTUR,TRUE
3212180012,3212180,SANTING,TRUE
3212180013,3212180,CEMARA KULON,TRUE
3212190001,3212190,CURUG,TRUE
3212190002,3212190,PRANTI,TRUE
3212190003,3212190,WIRAKANAN,TRUE
3212190004,3212190,KARANGMULYA,TRUE
3212190005,3212190,KARANGANYAR,TRUE
3212190006,3212190,WIRAPANJUNAN,TRUE
3212190007,3212190,PAREAN GIRANG,TRUE
3212190008,3212190,BULAK,TRUE
3212190009,3212190,ILIR,TRUE
3212190010,3212190,SOGE,TRUE
3212190011,3212190,ERETAN WETAN,TRUE
3212190012,3212190,ERETAN KULON,TRUE
3212190013,3212190,KERTAWINANGUN,TRUE
3212200001,3212200,CIPEDANG,TRUE
3212200002,3212200,SIDAMULYA,TRUE
3212200003,3212200,MARGAMULYA,TRUE
3212200004,3212200,KERTAJAYA,TRUE
3212200005,3212200,BONGAS,TRUE
3212200006,3212200,CIPAAT,TRUE
3212200007,3212200,KERTAMULYA,TRUE
3212200008,3212200,PLAWANGAN,TRUE
3212210001,3212210,MANGUNJAYA,TRUE
3212210002,3212210,BUGISTUA,TRUE
3212210003,3212210,BUGIS,TRUE
3212210004,3212210,SALAMDARMA,TRUE
3212210005,3212210,KEDUNGWUNGU,TRUE
3212210006,3212210,WANGUK,TRUE
3212210007,3212210,LEMPUYANG,TRUE
3212210008,3212210,KOPYAH,TRUE
3212210009,3212210,ANJATAN BARU,TRUE
3212210010,3212210,ANJATAN,TRUE
3212210011,3212210,CILANDAK,TRUE
3212210012,3212210,CILANDAK LOR,TRUE
3212210013,3212210,ANJATAN UTARA,TRUE
3212220001,3212220,BOGOR,TRUE
3212220002,3212220,SUKRA,TRUE
3212220003,3212220,UJUNGGEBANG,TRUE
3212220004,3212220,TEGALTAMAN,TRUE
3212220005,3212220,SUKRAWETAN,TRUE
3212220006,3212220,SUMURADEM,TRUE
3212220007,3212220,SUMURADEM TIMUR,TRUE
3212220008,3212220,KARANGLAYUNG,TRUE
3212221001,3212221,LIMPAS,TRUE
3212221002,3212221,PATROL,TRUE
3212221003,3212221,ARJASARI,TRUE
3212221004,3212221,SUKAHAJI,TRUE
3212221005,3212221,BUGEL,TRUE
3212221006,3212221,PATROLLOR,TRUE
3212221007,3212221,PATROL BARU,TRUE
3212221008,3212221,MEKARSARI,TRUE
3213010003,3213010,SUKAMANDI,TRUE
3213010004,3213010,CICADAS,TRUE
3213010005,3213010,SAGALAHERANG,TRUE
3213010006,3213010,DAYEUHKOLOT,TRUE
3213010011,3213010,LELES,TRUE
3213010012,3213010,SAGALAHERANG KALER,TRUE
3213010013,3213010,CURUGAGUNG,TRUE
3213011001,3213011,CIPANCAR,TRUE
3213011002,3213011,CIKUJANG,TRUE
3213011003,3213011,CIJENGKOL,TRUE
3213011004,3213011,CINTAMEKAR,TRUE
3213011005,3213011,PONGGANG,TRUE
3213011006,3213011,TALAGASARI,TRUE
3213020007,3213020,CURUGRENDENG,TRUE
3213020008,3213020,SARIREJA,TRUE
3213020013,3213020,KUMPAY,TRUE
3213020014,3213020,TAMBAKAN,TRUE
3213020015,3213020,JALANCAGAK,TRUE
3213020016,3213020,BUNIHAYU,TRUE
3213020017,3213020,TAMBAKMEKAR,TRUE
3213021001,3213021,CIATER,TRUE
3213021002,3213021,NAGRAK,TRUE
3213021003,3213021,CIBEUSI,TRUE
3213021004,3213021,CIBITUNG,TRUE
3213021005,3213021,SANCA,TRUE
3213021006,3213021,PALASARI,TRUE
3213021007,3213021,CISAAT,TRUE
3213030001,3213030,CUPUNAGARA,TRUE
3213030002,3213030,CIMANGGU,TRUE
3213030003,3213030,GARDUSAYANG,TRUE
3213030004,3213030,MAYANG,TRUE
3213030005,3213030,SUKAKERTI,TRUE
3213030008,3213030,DARMAGA,TRUE
3213030009,3213030,CISALAK,TRUE
3213030010,3213030,CIGADOG,TRUE
3213030014,3213030,PAKUHAJI,TRUE
3213031001,3213031,PASANGGRAHAN,TRUE
3213031002,3213031,SINDANGSARI,TRUE
3213031003,3213031,BOJONGLOA,TRUE
3213031004,3213031,TENJOLAYA,TRUE
3213031005,3213031,SUKAMELANG,TRUE
3213031006,3213031,KASOMALANG WETAN,TRUE
3213031007,3213031,KASOMALANG KULON,TRUE
3213031008,3213031,CIMANGLID,TRUE
3213040001,3213040,BUNIARA,TRUE
3213040002,3213040,TANJUNGSIANG,TRUE
3213040003,3213040,CIKAWUNG,TRUE
3213040004,3213040,CIMEUHMAL,TRUE
3213040005,3213040,SIRAP,TRUE
3213040006,3213040,KAWUNGLUWUK,TRUE
3213040008,3213040,CIBULUH,TRUE
3213040009,3213040,SINDANGLAYA,TRUE
3213040010,3213040,RANCAMANGGUNG,TRUE
3213040011,3213040,GANDASOLI,TRUE
3213050001,3213050,GUNUNGTUA,TRUE
3213050002,3213050,CIJAMBE,TRUE
3213050003,3213050,CIRANGKONG,TRUE
3213050004,3213050,CIMENTENG,TRUE
3213050005,3213050,CIKADU,TRUE
3213050006,3213050,SUKAHURIP,TRUE
3213050007,3213050,BANTARSARI,TRUE
3213050008,3213050,TANJUNGWANGI,TRUE
3213060002,3213060,SADAWARNA,TRUE
3213060003,3213060,SUMURBARANG,TRUE
3213060004,3213060,PADAASIH,TRUE
3213060005,3213060,CIBOGO,TRUE
3213060006,3213060,CINANGSI,TRUE
3213060007,3213060,MAJASARI,TRUE
3213060008,3213060,CIBALANDONGJAYA,TRUE
3213060009,3213060,BELENDUNG,TRUE
3213060010,3213060,CISAGA,TRUE
3213070001,3213070,PARUNG,TRUE
3213070002,3213070,PASIRKAREUMBI,TRUE
3213070003,3213070,SOKLAT,TRUE
3213070004,3213070,KARANGANYAR,TRUE
3213070005,3213070,CIGADUNG,TRUE
3213070006,3213070,DANGDEUR,TRUE
3213070007,3213070,SUKAMELANG,TRUE
3213070012,3213070,WANAREJA,TRUE
3213080004,3213080,TANGGULUN TIMUR,TRUE
3213080005,3213080,TANGGULUN BARAT,TRUE
3213080006,3213080,MARENGMANG,TRUE
3213080007,3213080,KALIJATI BARAT,TRUE
3213080008,3213080,KALIJATI TIMUR,TRUE
3213080016,3213080,KALIANGSANA,TRUE
3213080017,3213080,BANGGALAMULYA,TRUE
3213080018,3213080,JALUPANG,TRUE
3213080019,3213080,CARACAS,TRUE
3213080020,3213080,CIRULUK,TRUE
3213081001,3213081,JAMBELAER,TRUE
3213081002,3213081,MARGASARI,TRUE
3213081003,3213081,CISAMPIH,TRUE
3213081004,3213081,SITUSARI,TRUE
3213081005,3213081,SUKASARI,TRUE
3213081006,3213081,RAWALELE,TRUE
3213081007,3213081,DAWUAN KIDUL,TRUE
3213081008,3213081,DAWUAN KALER,TRUE
3213081009,3213081,MANYETI,TRUE
3213081010,3213081,BATUSARI,TRUE
3213090003,3213090,CIMAYASARI,TRUE
3213090004,3213090,LENGKONG,TRUE
3213090005,3213090,CIPEUNDEUY,TRUE
3213090006,3213090,WANTILAN,TRUE
3213090007,3213090,SAWANGAN,TRUE
3213090008,3213090,KARANGMUKTI,TRUE
3213090009,3213090,KOSAR,TRUE
3213100002,3213100,CIHAMBULU,TRUE
3213100003,3213100,SILUMAN,TRUE
3213100004,3213100,PABUARAN,TRUE
3213100005,3213100,SALAMJAYA,TRUE
3213100006,3213100,KADAWUNG,TRUE
3213100007,3213100,PRINGKASAP,TRUE
3213100008,3213100,KARANGHEGAR,TRUE
3213100011,3213100,BALEBANDUNG JAYA,TRUE
3213110001,3213110,TANJUNGRASA KIDUL,TRUE
3213110002,3213110,TANJUNGRASA,TRUE
3213110003,3213110,JATIRAGAS HILIR,TRUE
3213110004,3213110,TAMBAKJATI,TRUE
3213110005,3213110,CIBERES,TRUE
3213110006,3213110,GEMPOLSARI,TRUE
3213110007,3213110,RANCAMULYA,TRUE
3213110008,3213110,RANCAJAYA,TRUE
3213110009,3213110,RANCABANGO,TRUE
3213110010,3213110,RANCAASIH,TRUE
3213120001,3213120,KORANJI,TRUE
3213120002,3213120,BELENDUNG,TRUE
3213120003,3213120,WANAKERTA,TRUE
3213120005,3213120,PAGON,TRUE
3213120006,3213120,PARAPATAN,TRUE
3213120007,3213120,PURWADADI TIMUR,TRUE
3213120008,3213120,PURWADADI BARAT,TRUE
3213120009,3213120,PASIRBUNGUR,TRUE
3213120010,3213120,RANCAMAHI,TRUE
3213120011,3213120,PANYINGKIRAN,TRUE
3213130001,3213130,KAUNGANTEN,TRUE
3213130002,3213130,SINDANGSARI,TRUE
3213130003,3213130,CIKAUM TIMUR,TRUE
3213130004,3213130,CIKAUM BARAT,TRUE
3213130005,3213130,PASIRMUNCANG,TRUE
3213130006,3213130,GANDASARI,TRUE
3213130007,3213130,MEKARSARI,TRUE
3213130008,3213130,TANJUNGSARI BARAT,TRUE
3213130009,3213130,TANJUNGSARI TIMUR,TRUE
3213140004,3213140,GUNUNGSEMBUNG,TRUE
3213140005,3213140,GEMBOR,TRUE
3213140006,3213140,GUNUNGSARI,TRUE
3213140007,3213140,SUKAMULYA,TRUE
3213140013,3213140,SUMBERSARI,TRUE
3213140014,3213140,GAMBARSARI,TRUE
3213140015,3213140,NEGLASARI,TRUE
3213140016,3213140,PAGADEN,TRUE
3213140017,3213140,KAMARUNG,TRUE
3213140018,3213140,JABONG,TRUE
3213141001,3213141,BALINGBING,TRUE
3213141002,3213141,CIDADAP,TRUE
3213141003,3213141,CIDAHU,TRUE
3213141004,3213141,PANGSOR,TRUE
3213141005,3213141,MUNJUL,TRUE
3213141006,3213141,MARGAHAYU,TRUE
3213141007,3213141,BENDUNGAN,TRUE
3213141008,3213141,MEKARWANGI,TRUE
3213141009,3213141,SUMURGINTUNG,TRUE
3213150001,3213150,WANASARI,TRUE
3213150002,3213150,SIDAMULYA,TRUE
3213150003,3213150,SIDAJAYA,TRUE
3213150004,3213150,TANJUNG,TRUE
3213150005,3213150,PARIGIMULYA,TRUE
3213150006,3213150,MANYINGSAL,TRUE
3213150007,3213150,PADAMULYA,TRUE
3213150008,3213150,JATI,TRUE
3213150009,3213150,KOSAMBI,TRUE
3213150010,3213150,SIMPAR,TRUE
3213160001,3213160,SUKADANA,TRUE
3213160002,3213160,SUKATANI,TRUE
3213160003,3213160,KIARASARI,TRUE
3213160004,3213160,JATIREJA,TRUE
3213160005,3213160,MEKARJAYA,TRUE
3213160006,3213160,KALENSARI,TRUE
3213160007,3213160,COMPRENG,TRUE
3213160008,3213160,JATIMULYA,TRUE
3213170001,3213170,NANGERANG,TRUE
3213170002,3213170,CICADAS,TRUE
3213170003,3213170,KIHIYANG,TRUE
3213170004,3213170,KARANGSARI,TRUE
3213170005,3213170,CITRAJAYA,TRUE
3213170006,3213170,BINONG,TRUE
3213170007,3213170,KEDIRI,TRUE
3213170008,3213170,MULYASARI,TRUE
3213170018,3213170,KARANGWANGI,TRUE
3213171001,3213171,TANJUNGRASA,TRUE
3213171002,3213171,WANAJAYA,TRUE
3213171003,3213171,GARDUMUKTI,TRUE
3213171004,3213171,MARIUK,TRUE
3213171005,3213171,KERTAJAYA,TRUE
3213171006,3213171,TAMBAKDAHAN,TRUE
3213171007,3213171,BOJONGKEDING,TRUE
3213171008,3213171,BOJONEGARA,TRUE
3213171009,3213171,RANCAUDIK,TRUE
3213180001,3213180,SUKAMANDIJAYA,TRUE
3213180002,3213180,CIASEM TENGAH,TRUE
3213180003,3213180,DUKUH,TRUE
3213180004,3213180,JATIBARU,TRUE
3213180006,3213180,CIASEM HILIR,TRUE
3213180007,3213180,CIASEM BARU,TRUE
3213180008,3213180,CIASEM GIRANG,TRUE
3213180009,3213180,SUKAHAJI,TRUE
3213180010,3213180,PINANGSARI,TRUE
3213190006,3213190,RANCASARI,TRUE
3213190007,3213190,PAMANUKAN,TRUE
3213190008,3213190,PAMANUKAN HILIR,TRUE
3213190009,3213190,LENGKONGJAYA,TRUE
3213190010,3213190,PAMANUKAN SEBRANG,TRUE
3213190012,3213190,MULYASARI,TRUE
3213190013,3213190,RANCAHILIR,TRUE
3213190014,3213190,BONGAS,TRUE
3213191001,3213191,MANDALAWANGI,TRUE
3213191002,3213191,CURUGREJA,TRUE
3213191003,3213191,BATANGSARI,TRUE
3213191004,3213191,SUKASARI,TRUE
3213191005,3213191,SUKAREJA,TRUE
3213191006,3213191,ANGGASARI,TRUE
3213191007,3213191,SUKAMAJU,TRUE
3213200009,3213200,PUSAKARATU,TRUE
3213200010,3213200,GEMPOL,TRUE
3213200011,3213200,KALENTAMBO,TRUE
3213200012,3213200,KOTASARI,TRUE
3213200013,3213200,RANCADAKA,TRUE
3213200014,3213200,PATIMBAN,TRUE
3213200015,3213200,MUNDUSARI,TRUE
3213201001,3213201,BOJONG TENGAH,TRUE
3213201002,3213201,BOJONGJAYA,TRUE
3213201003,3213201,CIGUGUR,TRUE
3213201004,3213201,CIGUGUR KALER,TRUE
3213201005,3213201,RANGDU,TRUE
3213201006,3213201,KARANGANYAR,TRUE
3213201007,3213201,KEBONDANAS,TRUE
3213201008,3213201,PUSAKAJAYA,TRUE
3213210002,3213210,TEGALURUNG,TRUE
3213210003,3213210,MAYANGAN,TRUE
3213210004,3213210,LEGONWETAN,TRUE
3213210005,3213210,LEGONKULON,TRUE
3213210006,3213210,PANGARENGAN,TRUE
3213210007,3213210,BOBOS,TRUE
3213210008,3213210,KARANGMULYA,TRUE
3213220001,3213220,CILAMAYA HILIR,TRUE
3213220002,3213220,CILAMAYA GIRANG,TRUE
3213220003,3213220,RAWAMEKAR,TRUE
3213220004,3213220,RAWAMENENG,TRUE
3213220005,3213220,JAYAMUKTI,TRUE
3213220006,3213220,BLANAKAN,TRUE
3213220007,3213220,LANGENSARI,TRUE
3213220008,3213220,MUARA,TRUE
3213220009,3213220,TANJUNGTIGA,TRUE
3214010006,3214010,JATIMEKAR,TRUE
3214010007,3214010,CIKAOBANDUNG,TRUE
3214010008,3214010,JATILUHUR,TRUE
3214010009,3214010,CILEGONG,TRUE
3214010010,3214010,KEMBANGKUNING,TRUE
3214010011,3214010,CIBINONG,TRUE
3214010015,3214010,PARAKANLIMA,TRUE
3214010016,3214010,CISALADA,TRUE
3214010017,3214010,MEKARGALIH,TRUE
3214010018,3214010,BUNDER,TRUE
3214011001,3214011,PARUNGBANTENG,TRUE
3214011002,3214011,SUKASARI,TRUE
3214011003,3214011,CIRIRIP,TRUE
3214011004,3214011,KERTAMANAH,TRUE
3214011005,3214011,KUTAMANAH,TRUE
3214020001,3214020,TEGALDATAR,TRUE
3214020002,3214020,SINARGALIH,TRUE
3214020003,3214020,CITAMIANG,TRUE
3214020004,3214020,CIJATI,TRUE
3214020005,3214020,GUNUNGKARUNG,TRUE
3214020006,3214020,PASIRJAMBU,TRUE
3214020007,3214020,CIRAMAHILIR,TRUE
